날짜,우럭_대,우럭_중,우럭_소,d우럭_대,d우럭_중,d우럭_소
2018-01-04,10831,8320,6184,0.1316476857,0.9475655431,0.9694267516
2018-01-06,11367,8285,5362,0.04948758194,-0.004206730769,-0.132923674
2018-01-08,9922,7651,5868,-0.1271223718,-0.07652383826,0.09436777322
2018-01-09,6000,5094,4000,-0.395283209,-0.3342046791,-0.3183367416
2018-01-10,5500,5291,4341,-0.08333333333,0.03867294857,0.08525
2018-01-11,5500,5291,4341,0,0,0
2018-01-12,11513,10802,10500,1.093272727,1.041580042,1.418797512
2018-01-13,10157,9636,8322,-0.117779901,-0.1079429735,-0.2074285714
2018-01-15,4428,4165,4000,-0.5640445013,-0.5677667082,-0.519346311
2018-01-16,4428,4165,4000,0,0,0
2018-01-17,4428,4165,4000,0,0,0
2018-01-18,4428,4165,4000,0,0,0
2018-01-19,4428,4165,4000,0,0,0
2018-01-22,8500,8500,8100,0.9196025294,1.040816327,1.025
2018-01-23,8500,8500,8100,0,0,0
2018-01-24,8500,8500,8100,0,0,0
2018-01-25,8500,8500,8100,0,0,0
2018-01-27,12666,12399,10209,0.4901176471,0.4587058824,0.2603703704
2018-01-29,12666,12399,10209,0,0,0
2018-01-30,12703,12408,12300,0.002921206379,0.0007258649891,0.2048192771
2018-01-31,12703,12408,12300,0,0,0
2018-02-01,10216,7775,7065,-0.1957805243,-0.3733881367,-0.4256097561
2018-02-02,11220,10133,4285,0.09827721222,0.3032797428,-0.3934890304
2018-02-03,11220,10133,4285,0,0,0
2018-02-05,11220,10133,4285,0,0,0
2018-02-06,9500,9500,9252,-0.1532976827,-0.06246916017,1.15915986
2018-02-07,9500,9500,9252,0,0,0
2018-02-08,11700,9490,8162,0.2315789474,-0.001052631579,-0.1178123649
2018-02-09,10849,9510,8473,-0.07273504274,0.00210748156,0.03810340603
2018-02-13,11000,8595,4838,0.01391833349,-0.09621451104,-0.4290097958
2018-02-14,12000,11818,10047,0.09090909091,0.3749854567,1.07668458
2018-02-15,12000,11818,10047,0,0,0
2018-02-19,10144,8277,7364,-0.1546666667,-0.2996276866,-0.267044889
2018-02-20,6230,5675,5337,-0.3858438486,-0.3143651081,-0.275258012
2018-02-21,7286,6083,4591,0.1695024077,0.07189427313,-0.139778902
2018-02-22,7286,6083,4591,0,0,0
2018-02-23,9499,5115,3233,0.3037331869,-0.1591320072,-0.2957961228
2018-02-24,11107,5334,3373,0.1692809769,0.04281524927,0.04330343334
2018-02-26,9633,4258,2838,-0.1327091024,-0.2017247844,-0.1586125111
2018-02-27,7551,4893,4000,-0.2161320461,0.1491310474,0.4094432699
2018-02-28,8250,8000,6080,0.09257052046,0.6349887595,0.52
2018-03-01,8200,7492,7000,-0.006060606061,-0.0635,0.1513157895
2018-03-02,8250,8000,6080,0.006097560976,0.06780565937,-0.1314285714
2018-03-06,10700,10574,10500,0.296969697,0.32175,0.7269736842
2018-03-07,11062,8241,4236,0.0338317757,-0.2206355211,-0.5965714286
2018-03-08,6303,5030,5000,-0.430211535,-0.38963718,0.1803588291
2018-03-09,9318,8746,8137,0.4783436459,0.7387673956,0.6274
2018-03-10,9693,6197,4510,0.0402446877,-0.2914475189,-0.4457416738
2018-03-13,6000,5918,5137,-0.3809965955,-0.04502178473,0.1390243902
2018-03-14,6817,6466,5125,0.1361666667,0.09259885096,-0.002335993771
2018-03-15,5675,4756,3801,-0.1675223705,-0.2644602536,-0.2583414634
2018-03-16,5714,4821,4073,0.006872246696,0.01366694701,0.07156011576
2018-03-17,6688,4894,3908,0.1704585229,0.0151420867,-0.04051068009
2018-03-19,8217,7476,6961,0.2286184211,0.5275847977,0.7812180143
2018-03-21,8097,6984,6533,-0.01460387003,-0.0658105939,-0.06148541876
2018-03-22,6165,5502,5000,-0.2386068914,-0.2121993127,-0.2346548293
2018-03-23,8328,5778,4748,0.3508515815,0.05016357688,-0.0504
2018-03-24,6000,5743,5006,-0.2795389049,-0.006057459328,0.05433866891
2018-03-26,8328,5778,4748,0.388,0.006094375762,-0.05153815421
2018-03-27,9370,6953,6000,0.1251200768,0.2033575632,0.2636899747
2018-03-28,9370,6953,6000,0,0,0
2018-03-29,7224,6493,5022,-0.2290288154,-0.06615849274,-0.163
2018-03-30,10031,9260,6479,0.3885658915,0.4261512398,0.2901234568
2018-03-31,9476,6054,4877,-0.05532848171,-0.3462203024,-0.2472603797
2018-04-02,7931,7522,7092,-0.1630434783,0.2424843079,0.4541726471
2018-04-03,7931,7522,7092,0,0,0
2018-04-04,7931,7522,7092,0,0,0
2018-04-05,8492,7842,7200,0.07073509015,0.04254187716,0.0152284264
2018-04-06,8949,7988,7203,0.05381535563,0.01861769957,0.0004166666667
2018-04-07,8560,6375,5440,-0.04346854397,-0.2019278918,-0.2447591281
2018-04-10,7000,7000,6862,-0.1822429907,0.09803921569,0.2613970588
2018-04-11,7411,7212,7017,0.05871428571,0.03028571429,0.02258816672
2018-04-12,7040,6775,6634,-0.05006072055,-0.06059345535,-0.05458173008
2018-04-13,7230,7200,7200,0.02698863636,0.06273062731,0.08531805849
2018-04-14,8242,7415,7109,0.1399723375,0.02986111111,-0.01263888889
2018-04-16,8242,7415,7109,0,0,0
2018-04-17,8242,7415,7109,0,0,0
2018-04-18,8242,7415,7109,0,0,0
2018-04-19,8242,7415,7109,0,0,0
2018-04-20,8242,7415,7109,0,0,0
2018-04-21,7735,7247,6112,-0.06151419558,-0.0226567768,-0.1402447602
2018-04-23,8500,8366,8200,0.0989010989,0.1544087209,0.3416230366
2018-04-24,8500,8366,8200,0,0,0
2018-04-25,8500,8366,8200,0,0,0
2018-04-26,8500,8366,8200,0,0,0
2018-04-27,8863,8486,7558,0.04270588235,0.01434377241,-0.07829268293
2018-04-28,8524,8300,8211,-0.03824889992,-0.02191845392,0.08639851813
2018-04-30,8863,8486,7558,0.039770061,0.02240963855,-0.07952746316
2018-05-02,8863,8486,7558,0,0,0
2018-05-03,8863,8486,7558,0,0,0
2018-05-04,9700,9632,9503,0.09443754936,0.135045958,0.2573432125
2018-05-05,9781,9510,9500,0.008350515464,-0.01266611296,-0.0003156897822
2018-05-07,9781,9510,9500,0,0,0
2018-05-08,9600,9532,9500,-0.01850526531,0.002313354364,0
2018-05-09,9600,9532,9500,0,0,0
2018-05-10,9600,9532,9500,0,0,0
2018-05-11,8300,8254,8200,-0.1354166667,-0.1340746958,-0.1368421053
2018-05-12,8300,8254,8200,0,0,0
2018-05-14,9396,9300,9300,0.1320481928,0.1267264357,0.1341463415
2018-05-17,10793,10035,8507,0.1486802895,0.07903225806,-0.0852688172
2018-05-22,8777,8668,8144,-0.1867877328,-0.1362232187,-0.04267074174
2018-05-23,9000,8368,8000,0.02540731457,-0.03461005999,-0.01768172888
2018-05-24,7989,7356,7000,-0.1123333333,-0.1209369025,-0.125
2018-05-29,8411,8070,7281,0.05282263112,0.09706362153,0.04014285714
2018-05-30,8411,8070,7281,0,0,0
2018-05-31,8411,8070,7281,0,0,0
2018-06-01,9027,8521,7192,0.07323742718,0.05588599752,-0.01222359566
2018-06-02,10596,9743,8641,0.1738118976,0.1434103978,0.2014738598
2018-06-04,3165,2964,2800,-0.7013023783,-0.6957815868,-0.6759634302
2018-06-05,7400,7139,5500,1.33807267,1.408569501,0.9642857143
2018-06-06,7400,7139,5500,0,0,0
2018-06-07,7400,7139,5500,0,0,0
2018-06-08,10271,9732,9340,0.387972973,0.3632161367,0.6981818182
2018-06-09,9820,8463,7084,-0.04391003797,-0.1303945746,-0.2415417559
2018-06-11,9820,8463,7084,0,0,0
2018-06-12,7698,7583,7500,-0.216089613,-0.1039820395,0.05872388481
2018-06-13,7698,7583,7500,0,0,0
2018-06-14,7698,7583,7500,0,0,0
2018-06-15,7698,7583,7500,0,0,0
2018-06-16,7698,7583,7500,0,0,0
2018-06-18,7740,7210,5632,0.005455962588,-0.04918897534,-0.2490666667
2018-06-19,7740,7210,5632,0,0,0
2018-06-20,8271,8059,8000,0.06860465116,0.1177531207,0.4204545455
2018-06-21,8271,8059,8000,0,0,0
2018-06-22,8219,7942,6962,-0.006287026962,-0.01451793026,-0.12975
2018-06-23,8219,7942,6962,0,0,0
2018-06-25,8219,7942,6962,0,0,0
2018-06-26,8445,7819,7394,0.02749726244,-0.0154872828,0.06205113473
2018-06-27,8445,7819,7394,0,0,0
2018-06-28,7551,7161,7000,-0.1058614565,-0.08415398389,-0.05328644847
2018-06-29,7551,7161,7000,0,0,0
2018-06-30,10939,8572,7195,0.4486822937,0.1970395196,0.02785714286
2018-07-02,10939,8572,7195,0,0,0
2018-07-03,7793,6976,6200,-0.2875948441,-0.1861875875,-0.1382904795
2018-07-04,8256,7991,7800,0.05941229308,0.1454988532,0.2580645161
2018-07-05,6600,4702,3500,-0.2005813953,-0.4115880365,-0.5512820513
2018-07-06,8038,7831,7686,0.2178787879,0.6654615057,1.196
2018-07-07,8269,7744,7600,0.02873849216,-0.01110969225,-0.01118917512
2018-07-09,8269,7744,7600,0,0,0
2018-07-10,8269,7744,7600,0,0,0
2018-07-11,8269,7744,7600,0,0,0
2018-07-12,8500,8165,7887,0.02793566332,0.05436466942,0.03776315789
2018-07-13,7860,5889,4846,-0.07529411765,-0.2787507655,-0.3855711931
2018-07-14,12529,10517,5538,0.5940203562,0.7858719647,0.1427981841
2018-07-16,6846,6697,6600,-0.4535876766,-0.363221451,0.1917659805
2018-07-17,6846,6697,6600,0,0,0
2018-07-18,6846,6697,6600,0,0,0
2018-07-19,6846,6697,6600,0,0,0
2018-07-20,12857,12591,12500,0.878030967,0.8800955652,0.8939393939
2018-07-21,13411,12081,10000,0.04308936766,-0.04050512271,-0.2
2018-07-23,7019,7000,6945,-0.4766236671,-0.4205777667,-0.3055
2018-07-24,7000,6604,5200,-0.00270693831,-0.05657142857,-0.2512598992
2018-07-25,6015,5572,5355,-0.1407142857,-0.1562689279,0.02980769231
2018-07-26,6015,5572,5355,0,0,0
2018-07-27,7576,7309,6926,0.259517872,0.3117372577,0.2933706816
2018-07-28,5000,4384,3455,-0.3400211193,-0.4001915447,-0.5011550679
2018-07-31,4459,2939,2500,-0.1082,-0.3296076642,-0.2764109986
2018-08-01,4813,4505,4500,0.07938999776,0.5328342974,0.8
2018-08-02,5309,3668,3375,0.1030542281,-0.1857935627,-0.25
2018-08-03,5309,3668,3375,0,0,0
2018-08-06,5309,3668,3375,0,0,0
2018-08-07,5309,3668,3375,0,0,0
2018-08-08,8382,8208,8000,0.5788284046,1.237731734,1.37037037
2018-08-10,6513,5700,5259,-0.2229778096,-0.3055555556,-0.342625
2018-08-11,9755,7525,3000,0.4977736834,0.3201754386,-0.429549344
2018-08-13,6513,5700,5259,-0.3323423885,-0.2425249169,0.753
2018-08-14,6513,5700,5259,0,0,0
2018-08-15,6513,5700,5259,0,0,0
2018-08-16,6513,5700,5259,0,0,0
2018-08-17,4100,4022,4000,-0.3704897897,-0.2943859649,-0.2393991253
2018-08-20,4100,4022,4000,0,0,0
2018-08-21,7978,6874,6600,0.9458536585,0.7090999503,0.65
2018-08-22,7978,6874,6600,0,0,0
2018-08-23,7978,6874,6600,0,0,0
2018-08-24,11875,8346,7720,0.4884682878,0.2141402386,0.1696969697
2018-08-25,10979,10500,10500,-0.07545263158,0.2580877067,0.3601036269
2018-08-27,10979,10500,10500,0,0,0
2018-08-28,10979,10500,10500,0,0,0
2018-08-29,10979,10500,10500,0,0,0
2018-08-30,9273,8142,6194,-0.1553875581,-0.2245714286,-0.4100952381
2018-08-31,10218,9345,8831,0.1019087674,0.147752395,0.4257345819
2018-09-01,10802,10631,10529,0.05715404189,0.1376136972,0.1922772053
2018-09-03,8494,7963,7071,-0.2136641363,-0.2509641614,-0.3284262513
2018-09-04,8494,7963,7071,0,0,0
2018-09-05,8494,7963,7071,0,0,0
2018-09-06,8494,7963,7071,0,0,0
2018-09-07,8188,7408,7152,-0.03602542972,-0.06969735024,0.01145523971
2018-09-08,8220,6997,6500,0.00390815828,-0.05548056156,-0.09116331096
2018-09-10,8188,7408,7152,-0.003892944039,0.05873945977,0.1003076923
2018-09-11,8188,7408,7152,0,0,0
2018-09-12,8188,7408,7152,0,0,0
2018-09-13,9779,9123,8902,0.1943087445,0.2315064795,0.2446868009
2018-09-14,8500,8500,8286,-0.1307904694,-0.06828894004,-0.06919793305
2018-09-15,8500,8500,8286,0,0,0
2018-09-19,9292,9129,9000,0.09317647059,0.074,0.08616944243
2018-09-20,9000,8814,8447,-0.03142488162,-0.03450542228,-0.06144444444
2018-10-16,9552,9022,6173,0.06133333333,0.02359882006,-0.2692080028
2018-10-17,9552,9022,6173,0,0,0
2018-10-18,9552,9022,6173,0,0,0
2018-10-19,9552,9022,6173,0,0,0
2018-10-20,9552,9022,6173,0,0,0
2018-10-22,9552,9022,6173,0,0,0
2018-10-23,9552,9022,6173,0,0,0
2018-10-24,9552,9022,6173,0,0,0
2018-10-25,9552,9022,6173,0,0,0
2018-10-26,9552,9022,6173,0,0,0
2018-10-27,9552,9022,6173,0,0,0
2018-10-29,9552,9022,6173,0,0,0
2018-10-30,9552,9022,6173,0,0,0
2018-10-31,9552,9022,6173,0,0,0
2018-11-01,9552,9022,6173,0,0,0
2018-11-02,9552,9022,6173,0,0,0
2018-11-03,9552,9022,6173,0,0,0
2018-11-05,9552,9022,6173,0,0,0
2018-11-09,9452,8655,7871,-0.01046901173,-0.04067834183,0.2750688482
2018-11-10,9452,8655,7871,0,0,0
2018-11-12,9452,8655,7871,0,0,0
2018-11-13,9452,8655,7871,0,0,0
2018-11-14,9452,8655,7871,0,0,0
2018-11-15,9452,8655,7871,0,0,0
2018-11-16,11429,10500,10500,0.2091620821,0.2131715771,0.3340109262
2018-11-17,11429,10500,10500,0,0,0
2018-11-19,11429,10500,10500,0,0,0
2018-11-20,8915,7692,6426,-0.2199667512,-0.2674285714,-0.388
2018-11-21,8915,7692,6426,0,0,0
2018-11-22,8915,7692,6426,0,0,0
2018-11-23,8915,7692,6426,0,0,0
2018-11-24,8915,7692,6426,0,0,0
2018-11-26,8134,7639,7264,-0.08760515984,-0.006890275611,0.1304077186
2018-11-27,8134,7639,7264,0,0,0
2018-11-28,8134,7639,7264,0,0,0
2018-11-29,8134,7639,7264,0,0,0
2018-11-30,8134,7639,7264,0,0,0
2018-12-01,8134,7639,7264,0,0,0
2018-12-05,8656,7681,7500,0.06417506762,0.005498101846,0.03248898678
2018-12-06,8656,7681,7500,0,0,0
2018-12-10,11615,10734,4169,0.3418438078,0.3974742872,-0.4441333333
2018-12-19,13056,10000,10000,0.1240637107,-0.06838084591,1.398656752
2018-12-20,13056,10000,10000,0,0,0
2018-12-21,13056,10000,10000,0,0,0
2018-12-22,13056,10000,10000,0,0,0
2018-12-24,13056,10000,10000,0,0,0
2018-12-25,13056,10000,10000,0,0,0
2018-12-26,13056,10000,10000,0,0,0
2018-12-27,13056,10000,10000,0,0,0
2018-12-28,13056,10000,10000,0,0,0
2018-12-29,13056,10000,10000,0,0,0
2018-12-31,13056,10000,10000,0,0,0
2019-01-03,10832,9780,8024,-0.1703431373,-0.022,-0.1976
2019-01-04,10832,9780,8024,0,0,0
2019-01-05,10832,9780,8024,0,0,0
2019-01-07,10832,9780,8024,0,0,0
2019-01-08,8964,8500,8318,-0.1724519941,-0.1308793456,0.03664007976
2019-01-09,8796,8365,5811,-0.0187416332,-0.01588235294,-0.301394566
2019-01-10,8796,8365,5811,0,0,0
2019-01-11,9213,8159,8000,0.04740791269,-0.02462641961,0.3766993633
2019-01-12,9213,8159,8000,0,0,0
2019-01-14,9213,8159,8000,0,0,0
2019-01-15,8600,8569,8500,-0.06653641593,0.05025125628,0.0625
2019-01-16,8600,8569,8500,0,0,0
2019-01-17,8600,8569,8500,0,0,0
2019-01-18,8600,8569,8500,0,0,0
2019-01-19,9500,9500,9500,0.1046511628,0.1086474501,0.1176470588
2019-01-21,9500,9500,9500,0,0,0
2019-01-22,9500,9500,9500,0,0,0
2019-01-24,12200,11545,9700,0.2842105263,0.2152631579,0.02105263158
2019-01-25,12200,11545,9700,0,0,0
2019-01-26,12200,11545,9700,0,0,0
2019-01-28,14823,12589,11379,0.215,0.09042875704,0.1730927835
2019-01-29,9873,8612,8132,-0.3339404979,-0.3159107157,-0.2853502065
2019-01-30,9873,8612,8132,0,0,0
2019-01-31,10678,9728,6699,0.08153550086,0.1295866233,-0.1762174127
2019-02-01,12120,9610,8776,0.1350440157,-0.01212993421,0.3100462756
2019-02-02,12120,9610,8776,0,0,0
2019-02-18,9924,9152,9000,-0.1811881188,-0.04765868887,0.02552415679
2019-02-19,9924,9152,9000,0,0,0
2019-02-20,8790,8532,8436,-0.1142684401,-0.06774475524,-0.06266666667
2019-02-21,8790,8532,8436,0,0,0
2019-02-22,8416,8000,7937,-0.0425483504,-0.06235349273,-0.05915125652
2019-02-23,8416,8000,7937,0,0,0
2019-02-25,8416,8000,7937,0,0,0
2019-02-26,9960,9046,9000,0.183460076,0.13075,0.1339296964
2019-02-27,8573,6916,6500,-0.1392570281,-0.2354631881,-0.2777777778
2019-02-28,7110,5028,4682,-0.1706520471,-0.2729901677,-0.2796923077
2019-03-01,7110,5028,4682,0,0,0
2019-03-02,7615,7349,5802,0.07102672293,0.4616149562,0.2392140111
2019-03-04,10800,9097,7000,0.4182534471,0.2378554905,0.206480524
2019-03-06,5455,4357,3341,-0.4949074074,-0.5210508959,-0.5227142857
2019-03-07,5455,4357,3341,0,0,0
2019-03-08,8000,8000,7889,0.4665444546,0.8361257746,1.361269081
2019-03-09,7456,6941,6316,-0.068,-0.132375,-0.1993915579
2019-03-11,7456,6941,6316,0,0,0
2019-03-14,6529,5902,5529,-0.1243293991,-0.1496902464,-0.1246041799
2019-03-15,10160,9252,7175,0.5561341706,0.567604202,0.2977030204
2019-03-16,10160,9252,7175,0,0,0
2019-03-18,10160,9252,7175,0,0,0
2019-03-19,7117,6700,6628,-0.299507874,-0.2758322525,-0.0762369338
2019-03-20,9704,8006,7600,0.363495855,0.1949253731,0.1466505733
2019-03-21,8353,8074,8000,-0.1392209398,0.008493629778,0.05263157895
2019-03-22,8353,8074,8000,0,0,0
2019-03-23,8353,8074,8000,0,0,0
2019-03-25,8353,8074,8000,0,0,0
2019-03-26,8300,8300,8300,-0.006345025739,0.02799108249,0.0375
2019-03-27,8598,8333,8026,0.03590361446,0.003975903614,-0.03301204819
2019-03-28,8554,7994,7739,-0.005117469179,-0.04068162727,-0.03575878395
2019-03-29,7914,7223,7058,-0.07481879822,-0.0964473355,-0.0879958651
2019-03-30,8981,7636,7388,0.1348243619,0.0571784577,0.0467554548
2019-04-01,8479,8000,7641,-0.05589577998,0.04766893662,0.03424472117
2019-04-02,7881,7563,7241,-0.07052718481,-0.054625,-0.05234916896
2019-04-03,5804,5465,5000,-0.2635452354,-0.2774031469,-0.3094876398
2019-04-04,5804,5465,5000,0,0,0
2019-04-05,15388,9763,9294,1.651274983,0.7864592864,0.8588
2019-04-06,15388,9763,9294,0,0,0
2019-04-08,15388,9763,9294,0,0,0
2019-04-09,7067,6131,5200,-0.5407460359,-0.3720167981,-0.4404992468
2019-04-10,7067,6131,5200,0,0,0
2019-04-11,7067,6131,5200,0,0,0
2019-04-12,10149,8311,5812,0.4361115042,0.3555700538,0.1176923077
2019-04-13,7196,7000,6831,-0.2909646271,-0.1577427506,0.1753269098
2019-04-15,8634,8489,8095,0.1998332407,0.2127142857,0.1850387937
2019-04-16,8634,8489,8095,0,0,0
2019-04-18,6882,5746,5632,-0.2029186935,-0.3231240429,-0.3042618901
2019-04-19,6882,5746,5632,0,0,0
2019-04-20,8500,8363,8200,0.2351060738,0.4554472677,0.4559659091
2019-04-22,6882,5746,5632,-0.1903529412,-0.3129259835,-0.3131707317
2019-04-26,8384,6514,2733,0.2182505086,0.133658197,-0.5147372159
2019-04-27,8687,7952,7344,0.03614026718,0.2207552963,1.68715697
2019-04-29,4955,4619,4538,-0.4296074594,-0.419139839,-0.38208061
