날짜,대,중,소
2019/10/1,12432.0,11197.0,10079.0
2019/10/2,12406.0,10802.0,10103.0
2019/10/3,12330.0,10961.0,10435.0
2019/10/4,12330.0,10961.0,10435.0
2019/10/5,12760.0,10967.0,10118.0
2019/10/7,12829.0,11199.0,10189.0
2019/10/8,12829.0,11199.0,10189.0
2019/10/9,12829.0,11199.0,10189.0
2019/10/10,12517.0,10247.0,9892.0
2019/10/11,13795.0,11203.0,6948.0
2019/10/12,12295.0,10383.0,9020.0
2019/10/14,12588.0,9199.0,5507.0
2019/10/15,13059.0,10796.0,9982.0
2019/10/16,13059.0,10796.0,9982.0
2019/10/17,12049.0,10094.0,9604.0
2019/10/18,15022.0,11576.0,10000.0
2019/10/19,11111.0,10320.0,9836.0
2019/10/21,11111.0,10320.0,9836.0
2019/10/22,12466.0,10267.0,9910.0
2019/10/23,14035.0,11122.0,10037.0
2019/10/24,12606.0,10580.0,9870.0
2019/10/25,12457.0,10378.0,9903.0
2019/10/26,12457.0,10378.0,9903.0
2019/10/28,12457.0,10378.0,9903.0
2019/10/29,12278.0,10444.0,10000.0
2019/10/30,12278.0,10444.0,10000.0
2019/10/31,12410.0,11283.0,10110.0
2019/11/1,12410.0,11283.0,10110.0
2019/11/2,10974.0,10408.0,9931.0
2019/11/4,11389.0,10032.0,9917.0
2019/11/5,13892.0,11156.0,9110.0
2019/11/6,13123.0,10000.0,9106.0
2019/11/7,10355.0,9551.0,6494.0
2019/11/8,12037.0,10746.0,9645.0
2019/11/9,10834.0,10013.0,9123.0
2019/11/11,10834.0,10013.0,9123.0
2019/11/12,11961.0,10642.0,10000.0
2019/11/13,11485.0,10965.0,10304.0
2019/11/14,11485.0,10965.0,10304.0
2019/11/15,15080.0,10361.0,9984.0
2019/11/16,12312.0,10176.0,10000.0
2019/11/18,12312.0,10176.0,10000.0
2019/11/19,11036.0,10010.0,9849.0
2019/11/20,14548.0,10208.0,9972.0
2019/11/21,10745.0,10084.0,9767.0
2019/11/22,10914.0,10222.0,10000.0
2019/11/23,12271.0,10224.0,9630.0
2019/11/25,12271.0,10224.0,9630.0
2019/11/26,10784.0,10078.0,9661.0
2019/11/27,10535.0,9931.0,7929.0
2019/11/28,17603.0,10093.0,7999.0
2019/11/29,17603.0,10093.0,7999.0
2019/11/30,12379.0,10022.0,8943.0
2019/12/2,12379.0,10022.0,8943.0
2019/12/3,11119.0,10000.0,9348.0
2019/12/4,10278.0,9866.0,9500.0
2019/12/5,10120.0,10000.0,9431.0
2019/12/6,11243.0,10335.0,9569.0
2019/12/7,11101.0,9824.0,9298.0
2019/12/9,11101.0,9824.0,9298.0
2019/12/10,10780.0,10000.0,7591.0
2019/12/11,13435.0,10000.0,9537.0
2019/12/12,10186.0,9882.0,9377.0
2019/12/13,10125.0,9373.0,9000.0
2019/12/14,10166.0,9908.0,9500.0
2019/12/16,10460.0,9871.0,9479.0
2019/12/17,12647.0,10226.0,10000.0
2019/12/18,10473.0,10012.0,9709.0
2019/12/19,10949.0,9913.0,9408.0
2019/12/20,10143.0,9877.0,9500.0
2019/12/21,10241.0,9668.0,9351.0
2019/12/23,10533.0,9907.0,9369.0
2019/12/24,19699.0,11063.0,9618.0
2019/12/25,10609.0,9939.0,9404.0
2019/12/26,11079.0,9815.0,9500.0
2019/12/27,10220.0,9559.0,9242.0
2019/12/28,10220.0,9559.0,9242.0
2019/12/30,10220.0,9559.0,9242.0
2019/12/31,12124.0,10022.0,
2020/1/3,10699.0,10317.0,10000.0
2020/1/4,10699.0,10317.0,10000.0
2020/1/6,10578.0,10000.0,10000.0
2020/1/7,13379.0,10511.0,9984.0
2020/1/8,12273.0,10000.0,9686.0
2020/1/9,10371.0,10000.0,9588.0
2020/1/10,12794.0,10692.0,9740.0
2020/1/11,10251.0,9990.0,9227.0
2020/1/13,10251.0,9990.0,9227.0
2020/1/14,11212.0,10008.0,9485.0
2020/1/15,10300.0,10000.0,9697.0
2020/1/16,10300.0,10000.0,9697.0
2020/1/17,11465.0,9810.0,9500.0
2020/1/18,11465.0,9810.0,9500.0
2020/1/20,11465.0,9810.0,9500.0
2020/1/21,10512.0,9779.0,8984.0
2020/1/22,11559.0,9903.0,8909.0
2020/1/23,10087.0,9943.0,9500.0
2020/1/24,10378.0,10000.0,9794.0
2020/1/28,10172.0,10000.0,9766.0
2020/1/29,10172.0,10000.0,9766.0
2020/1/30,11548.0,10328.0,9714.0
2020/1/31,12215.0,10180.0,9804.0
2020/2/1,10314.0,10018.0,9620.0
2020/2/3,10314.0,10018.0,9620.0
2020/2/4,10200.0,9009.0,5017.0
2020/2/5,11872.0,10000.0,9910.0
2020/2/6,10000.0,9970.0,9500.0
2020/2/7,11459.0,10000.0,9541.0
2020/2/8,10000.0,9907.0,7561.0
2020/2/10,10000.0,9907.0,7561.0
2020/2/11,10205.0,9896.0,9500.0
2020/2/12,10011.0,10000.0,9387.0
2020/2/13,10000.0,9824.0,9500.0
2020/2/14,10031.0,9969.0,9500.0
2020/2/15,10999.0,10000.0,9653.0
2020/2/17,10999.0,10000.0,9653.0
2020/2/18,10000.0,10000.0,10000.0
2020/2/19,11097.0,10000.0,8722.0
2020/2/20,11097.0,10000.0,8722.0
2020/2/21,10044.0,10000.0,9711.0
2020/2/22,11043.0,10000.0,9625.0
2020/2/24,11043.0,10000.0,9625.0
2020/2/25,13839.0,9883.0,9500.0
2020/2/26,10991.0,9369.0,8353.0
2020/2/27,12424.0,9344.0,8034.0
2020/2/28,10000.0,10000.0,9730.0
2020/2/29,12674.0,9979.0,9241.0
2020/3/3,10204.0,10000.0,9479.0
2020/3/4,10063.0,10000.0,9766.0
2020/3/5,10069.0,10000.0,9575.0
2020/3/6,10172.0,10000.0,9762.0
2020/3/7,10208.0,10000.0,9508.0
2020/3/9,10208.0,10000.0,9508.0
2020/3/10,10729.0,10091.0,9962.0
2020/3/11,10945.0,10000.0,9687.0
2020/3/12,10000.0,9873.0,9500.0
2020/3/13,11126.0,10000.0,9827.0
2020/3/14,10302.0,10000.0,9555.0
2020/3/16,10302.0,10000.0,9555.0
2020/3/17,10572.0,10192.0,9771.0
2020/3/18,10000.0,10000.0,9332.0
2020/3/19,10000.0,10000.0,9503.0
2020/3/20,10010.0,10000.0,9559.0
2020/3/21,11566.0,10166.0,8766.0
2020/3/23,11566.0,10166.0,8766.0
2020/3/24,10776.0,10025.0,9879.0
2020/3/25,13852.0,10088.0,9577.0
2020/3/26,10081.0,10000.0,9748.0
2020/3/27,11549.0,9835.0,8902.0
2020/3/28,10500.0,10037.0,9473.0
2020/3/30,10500.0,10037.0,9473.0
2020/3/31,10500.0,10007.0,9124.0
2020/4/1,14000.0,10446.0,9583.0
2020/4/2,10000.0,10000.0,9470.0
2020/4/3,,10000.0,9389.0
2020/4/4,10613.0,9967.0,9421.0
2020/4/6,10613.0,9967.0,9421.0
2020/4/7,11829.0,10092.0,9212.0
2020/4/8,10000.0,9921.0,9222.0
2020/4/9,10000.0,9657.0,9266.0
2020/4/10,10000.0,10000.0,9577.0
2020/4/11,10567.0,9900.0,7733.0
2020/4/13,10567.0,9900.0,7733.0
2020/4/14,10204.0,9967.0,8474.0
2020/4/15,10898.0,10008.0,9187.0
2020/4/16,10500.0,10158.0,8463.0
2020/4/17,10408.0,9956.0,8555.0
2020/4/18,10513.0,10442.0,9755.0
2020/4/20,10513.0,10442.0,9755.0
2020/4/21,10497.0,10211.0,9392.0
2020/4/22,10500.0,10224.0,9549.0
2020/4/23,10500.0,10358.0,9607.0
2020/4/24,11374.0,10475.0,10080.0
2020/4/25,12392.0,10369.0,9651.0
2020/4/27,12392.0,10369.0,9651.0
2020/4/28,15000.0,11653.0,7995.0
2020/4/29,11536.0,10869.0,8970.0
2020/4/30,15000.0,12633.0,10326.0
2020/5/1,13158.0,11949.0,9512.0
2020/5/2,13067.0,12172.0,7034.0
2020/5/4,13067.0,12172.0,7034.0
2020/5/5,15756.0,13494.0,13000.0
2020/5/6,15354.0,14304.0,10195.0
2020/5/7,14547.0,13189.0,10000.0
2020/5/8,15887.0,14230.0,10934.0
2020/5/9,14430.0,13885.0,13141.0
2020/5/11,15056.0,14570.0,12979.0
2020/5/12,15187.0,14441.0,14000.0
2020/5/13,14962.0,14468.0,13531.0
2020/5/14,15006.0,14539.0,14290.0
2020/5/15,15000.0,15000.0,14490.0
2020/5/16,15227.0,14790.0,12243.0
2020/5/18,16000.0,15488.0,14935.0
2020/5/19,16000.0,15490.0,14862.0
2020/5/20,17000.0,16826.0,15069.0
2020/5/21,15886.0,15185.0,12688.0
2020/5/22,15453.0,14363.0,14000.0
2020/5/23,14218.0,13402.0,12305.0
2020/5/25,14218.0,13402.0,12305.0
2020/5/26,15523.0,14653.0,13260.0
2020/5/27,14408.0,12129.0,1700.0
2020/5/28,13880.0,11748.0,9926.0
2020/5/29,19000.0,18928.0,13016.0
2020/5/30,18303.0,14481.0,12009.0
2020/6/1,14832.0,14036.0,12891.0
2020/6/2,15924.0,15000.0,15000.0
2020/6/3,15734.0,15371.0,13417.0
2020/6/4,15939.0,15406.0,10390.0
2020/6/5,15994.0,15052.0,11256.0
2020/6/8,15977.0,15278.0,11245.0
2020/6/9,15916.0,15206.0,14244.0
2020/6/10,15645.0,14862.0,12982.0
2020/6/11,15555.0,15151.0,12708.0
2020/6/12,15506.0,15000.0,14037.0
2020/6/15,15699.0,14898.0,8230.0
2020/6/17,15917.0,15570.0,14878.0
2020/6/19,16041.0,15601.0,13551.0
2020/6/20,16128.0,15970.0,14787.0
2020/6/22,16237.0,15595.0,13903.0
2020/6/23,16000.0,15432.0,14509.0
2020/6/24,16146.0,15732.0,13155.0
2020/6/25,17808.0,15433.0,12481.0
2020/6/26,16000.0,15100.0,12332.0
2020/6/27,16061.0,15499.0,13934.0
2020/6/30,15922.0,13349.0,7201.0
2020/7/1,16043.0,15755.0,13395.0
2020/7/2,20000.0,15963.0,12187.0
2020/7/3,15941.0,15516.0,14134.0
2020/7/4,16009.0,15474.0,13058.0
2020/7/6,16157.0,15930.0,14595.0
2020/7/7,16000.0,15474.0,14689.0
2020/7/8,16019.0,15765.0,14593.0
2020/7/9,16043.0,15658.0,14002.0
2020/7/10,16069.0,15201.0,12353.0
2020/7/11,17609.0,15542.0,10678.0
2020/7/13,16133.0,15662.0,14356.0
2020/7/14,16443.0,16000.0,15143.0
2020/7/15,16232.0,15910.0,15142.0
2020/7/16,16084.0,14887.0,6837.0
2020/7/17,16446.0,16160.0,14691.0
2020/7/18,16421.0,15862.0,13083.0
2020/7/20,16296.0,15070.0,7027.0
2020/7/21,15992.0,15391.0,5387.0
2020/7/22,16154.0,14730.0,11746.0
2020/7/23,19135.0,16014.0,13587.0
2020/7/24,16414.0,14498.0,12000.0
2020/7/25,16500.0,16125.0,14542.0
2020/7/27,16395.0,15386.0,13779.0
2020/7/28,16251.0,15329.0,14000.0
2020/7/29,17321.0,15562.0,12527.0
2020/7/30,17136.0,16370.0,13661.0
2020/7/31,18330.0,16610.0,14079.0
2020/8/4,18036.0,16973.0,15431.0
2020/8/5,17552.0,15964.0,10568.0
2020/8/6,17771.0,16672.0,13343.0
2020/8/7,17261.0,15989.0,14269.0
2020/8/8,18558.0,17482.0,14256.0
2020/8/10,18087.0,16383.0,12067.0
2020/8/11,17909.0,17210.0,15353.0
2020/8/12,17500.0,17033.0,14000.0
2020/8/13,17838.0,16494.0,12950.0
2020/8/14,17287.0,15647.0,11013.0
2020/8/15,17466.0,16728.0,15648.0
2020/8/17,17807.0,15265.0,10938.0
2020/8/18,17626.0,15580.0,14154.0
2020/8/19,17981.0,16481.0,12153.0
2020/8/20,18947.0,16036.0,13055.0
2020/8/21,15306.0,13205.0,12000.0
2020/8/22,15521.0,12350.0,10310.0
2020/8/24,15276.0,10449.0,4852.0
2020/8/25,18000.0,15233.0,12165.0
2020/8/26,15537.0,14360.0,12922.0
2020/8/27,13902.0,12188.0,10972.0
2020/8/28,20000.0,19404.0,15172.0
2020/8/29,14500.0,13841.0,12886.0
2020/8/31,15438.0,14221.0,11667.0
2020/9/1,16815.0,14456.0,14000.0
2020/9/2,15829.0,14953.0,14178.0
2020/9/3,15200.0,14954.0,13820.0
2020/9/4,16216.0,15188.0,15000.0
2020/9/5,18346.0,15085.0,14269.0
2020/9/7,16821.0,15631.0,14500.0
2020/9/8,17800.0,17175.0,15108.0
2020/9/9,16964.0,15693.0,15036.0
2020/9/10,17093.0,15316.0,13880.0
2020/9/11,17454.0,16437.0,12492.0
2020/9/12,17212.0,16073.0,14559.0
2020/9/14,17333.0,15259.0,12118.0
2020/9/15,17346.0,15295.0,15000.0
2020/9/16,18109.0,15737.0,14531.0
2020/9/17,20000.0,17336.0,14684.0
2020/9/18,17416.0,16067.0,14485.0
2020/9/19,17283.0,15645.0,13302.0
2020/9/21,17446.0,15761.0,12365.0
2020/9/22,15605.0,14874.0,5008.0
2020/9/23,18083.0,16896.0,14149.0
2020/9/24,18072.0,17592.0,15224.0
2020/9/25,17919.0,16854.0,14534.0
2020/9/26,19944.0,17698.0,15028.0
2020/9/28,19188.0,17041.0,14429.0
2020/9/29,19867.0,16733.0,14838.0
2020/9/30,19314.0,16125.0,9543.0
2020/10/5,19775.0,16806.0,13509.0
2020/10/6,16162.0,15000.0,14953.0
2020/10/7,19126.0,16792.0,13071.0
2020/10/8,18060.0,16519.0,14433.0
2020/10/9,17683.0,16211.0,14500.0
2020/10/10,18150.0,16418.0,14467.0
2020/10/12,18415.0,16656.0,14827.0
2020/10/13,17721.0,15258.0,9325.0
2020/10/14,18434.0,17214.0,15854.0
2020/10/15,18554.0,17878.0,15162.0
2020/10/16,18570.0,17848.0,11779.0
2020/10/17,18322.0,16349.0,14361.0
2020/10/19,17745.0,16690.0,15174.0
2020/10/20,18274.0,16068.0,14835.0
2020/10/21,18519.0,17576.0,15826.0
2020/10/22,18750.0,17615.0,16100.0
2020/10/23,19075.0,16943.0,14701.0
2020/10/24,18099.0,17278.0,15823.0
2020/10/26,18817.0,16570.0,9808.0
2020/10/27,19242.0,17889.0,16695.0
2020/10/28,19096.0,17162.0,11336.0
2020/10/29,18957.0,16980.0,15905.0
2020/10/30,20000.0,18788.0,15537.0
2020/10/31,20040.0,18730.0,16211.0
2020/11/2,19392.0,17436.0,11593.0
2020/11/3,18700.0,17631.0,15876.0
2020/11/4,19857.0,17978.0,16669.0
2020/11/5,19363.0,17660.0,16269.0
2020/11/6,20034.0,17567.0,11160.0
2020/11/7,19104.0,17414.0,16258.0
2020/11/9,19747.0,17697.0,16203.0
2020/11/10,18954.0,16675.0,12726.0
2020/11/11,19181.0,17366.0,15925.0
2020/11/12,19395.0,17862.0,16380.0
2020/11/13,19889.0,18137.0,16260.0
2020/11/14,18809.0,17372.0,16265.0
2020/11/16,19618.0,17816.0,15912.0
2020/11/17,19208.0,17588.0,15751.0
2020/11/18,19869.0,17418.0,10000.0
2020/11/19,20161.0,18742.0,16798.0
2020/11/20,20147.0,18904.0,17225.0
2020/11/21,20047.0,18514.0,17097.0
2020/11/23,19043.0,17980.0,12857.0
2020/11/24,19477.0,18323.0,17154.0
2020/11/25,19266.0,18284.0,15919.0
2020/11/26,19279.0,18090.0,16602.0
2020/11/27,18541.0,17138.0,16500.0
2020/11/28,18915.0,17611.0,16102.0
2020/11/30,19036.0,17533.0,15692.0
2020/12/1,19965.0,18436.0,16786.0
2020/12/2,19445.0,16363.0,10703.0
2020/12/3,19314.0,18123.0,16673.0
2020/12/4,18708.0,17197.0,12333.0
2020/12/5,19974.0,18604.0,13524.0
2020/12/7,19411.0,15932.0,9000.0
2020/12/8,18582.0,17357.0,16500.0
2020/12/9,20025.0,18049.0,11580.0
2020/12/10,19598.0,17603.0,16500.0
2020/12/11,19647.0,18257.0,16500.0
2020/12/12,19450.0,18310.0,9717.0
2020/12/14,19103.0,18394.0,16293.0
2020/12/15,18901.0,17748.0,16500.0
2020/12/16,19391.0,17922.0,13742.0
2020/12/17,19469.0,18176.0,16309.0
2020/12/18,19469.0,18176.0,16309.0
2020/12/19,19469.0,18176.0,16309.0
2020/12/21,18742.0,17020.0,14203.0
2020/12/22,18786.0,18310.0,15505.0
2020/12/23,19741.0,18472.0,15893.0
2020/12/24,18819.0,17491.0,10674.0
2020/12/25,19207.0,16825.0,11675.0
2020/12/26,18781.0,17138.0,13548.0
2020/12/28,18849.0,17197.0,15597.0
2020/12/29,18497.0,17789.0,16305.0
2020/12/30,19958.0,17846.0,13580.0
2020/12/31,18064.0,16684.0,12990.0
2021/1/4,18222.0,17980.0,16790.0
2021/1/5,18254.0,16509.0,11193.0
2021/1/6,18299.0,17674.0,15319.0
2021/1/7,18412.0,16179.0,12000.0
2021/1/8,18412.0,16179.0,12000.0
2021/1/9,18359.0,17614.0,11096.0
2021/1/11,18251.0,17046.0,12985.0
2021/1/12,18045.0,17438.0,15524.0
2021/1/13,19504.0,17772.0,12698.0
2021/1/14,17993.0,16978.0,15871.0
2021/1/15,18205.0,16956.0,11616.0
2021/1/16,18298.0,17695.0,15651.0
2021/1/18,18432.0,17758.0,13246.0
2021/1/19,17889.0,16222.0,15955.0
2021/1/20,18088.0,17252.0,11456.0
2021/1/21,18265.0,17787.0,14447.0
2021/1/22,18350.0,16951.0,10408.0
2021/1/23,18286.0,17678.0,15894.0
2021/1/25,18051.0,17197.0,14181.0
2021/1/26,18164.0,16792.0,15824.0
2021/1/27,18136.0,17490.0,15972.0
2021/1/28,18015.0,17895.0,16515.0
2021/1/29,17946.0,17221.0,12238.0
2021/1/30,18000.0,17215.0,12069.0
2021/2/1,18282.0,17120.0,10662.0
2021/2/2,18052.0,16769.0,15515.0
2021/2/3,20000.0,18869.0,15578.0
2021/2/4,17943.0,17201.0,16267.0
2021/2/5,17901.0,16508.0,12355.0
2021/2/6,17964.0,17194.0,14903.0
2021/2/8,18031.0,17502.0,15724.0
2021/2/9,17957.0,17178.0,15598.0
2021/2/10,17847.0,17352.0,15519.0
2021/2/11,18932.0,17646.0,15449.0
2021/2/15,18048.0,16479.0,12099.0
2021/2/16,17829.0,16219.0,15293.0
2021/2/17,18000.0,17030.0,15242.0
2021/2/18,19810.0,17839.0,16908.0
2021/2/19,18306.0,15694.0,12300.0
2021/2/20,18802.0,17599.0,15287.0
2021/2/22,17974.0,17329.0,14151.0
2021/2/23,18072.0,17131.0,15209.0
2021/2/24,18062.0,17811.0,15665.0
2021/2/25,17926.0,17469.0,16214.0
2021/2/26,17940.0,17566.0,14850.0
2021/2/27,18000.0,17741.0,15495.0
2021/3/1,18034.0,16535.0,14561.0
2021/3/2,18034.0,16535.0,14561.0
2021/3/3,18034.0,16535.0,14561.0
2021/3/4,18347.0,16947.0,12051.0
2021/3/5,19000.0,17645.0,15074.0
2021/3/6,18973.0,18325.0,15546.0
2021/3/8,20184.0,17617.0,15480.0
2021/3/9,18000.0,17809.0,15927.0
2021/3/10,23049.0,21496.0,16701.0
2021/3/11,22557.0,20232.0,16713.0
2021/3/12,22121.0,20448.0,16031.0
2021/3/13,22438.0,21211.0,16855.0
2021/3/15,23041.0,18376.0,14642.0
2021/3/16,22212.0,18529.0,16000.0
2021/3/17,23551.0,21148.0,16060.0
2021/3/18,23500.0,21550.0,17311.0
2021/3/19,24000.0,20743.0,16899.0
2021/3/20,35637.0,19858.0,16948.0
2021/3/22,23519.0,20870.0,16340.0
2021/3/23,23323.0,17692.0,14990.0
2021/3/24,23654.0,20821.0,16561.0
2021/3/25,23226.0,21293.0,16303.0
2021/3/26,23029.0,18200.0,11208.0
2021/3/27,23931.0,20797.0,16168.0
2021/3/29,22650.0,19277.0,14018.0
2021/3/30,22306.0,16575.0,16000.0
2021/3/31,23113.0,19786.0,13567.0
2021/4/1,23434.0,18565.0,11502.0
2021/4/2,23434.0,18565.0,11502.0
2021/4/3,23831.0,19912.0,14235.0
2021/4/5,22738.0,19918.0,16091.0
2021/4/6,23438.0,20648.0,15603.0
2021/4/7,22882.0,19382.0,16943.0
2021/4/8,22951.0,17591.0,11251.0
2021/4/9,23448.0,21107.0,17923.0
2021/4/10,23315.0,20019.0,15352.0
2021/4/12,24065.0,21911.0,16018.0
2021/4/13,20978.0,17650.0,15921.0
2021/4/14,24368.0,21301.0,16743.0
2021/4/15,23523.0,18556.0,17000.0
2021/4/16,23779.0,19795.0,15958.0
2021/4/17,23063.0,20011.0,16102.0
2021/4/19,21996.0,16802.0,15872.0
2021/4/20,22099.0,18843.0,16478.0
2021/4/21,24491.0,21939.0,17607.0
2021/4/22,23211.0,19927.0,15618.0
2021/4/23,22951.0,18127.0,15693.0
2021/4/24,23692.0,21128.0,16357.0
2021/4/26,23692.0,21128.0,16357.0
2021/4/27,20905.0,16000.0,15868.0
2021/4/28,23435.0,17015.0,10000.0
2021/4/29,22455.0,18856.0,16075.0
2021/4/30,22455.0,18856.0,16075.0
2021/5/1,23620.0,20040.0,10448.0
2021/5/3,22430.0,18419.0,10852.0
2021/5/4,22857.0,17410.0,15876.0
2021/5/5,22894.0,20080.0,17159.0
2021/5/6,23156.0,20436.0,17436.0
2021/5/7,23156.0,20436.0,17436.0
2021/5/8,22666.0,17708.0,12510.0
2021/5/10,22430.0,17104.0,13134.0
2021/5/11,17232.0,16000.0,16000.0
2021/5/12,22852.0,21008.0,17188.0
2021/5/13,23891.0,21976.0,18173.0
2021/5/14,23891.0,21976.0,18173.0
2021/5/15,23870.0,19180.0,16000.0
2021/5/17,23331.0,20330.0,12219.0
2021/5/18,23694.0,17107.0,16000.0
2021/5/19,23099.0,22500.0,19675.0
2021/5/20,22984.0,22135.0,17053.0
2021/5/21,23114.0,16229.0,10000.0
2021/5/22,24561.0,24099.0,20851.0
2021/5/24,21590.0,15720.0,10000.0
2021/5/25,22859.0,16796.0,15881.0
2021/5/26,25379.0,22673.0,17006.0
2021/5/27,24000.0,21313.0,17163.0
2021/5/28,24579.0,21659.0,10818.0
2021/5/29,24579.0,21659.0,10818.0
2021/5/31,24532.0,18553.0,16429.0
2021/6/1,24914.0,17774.0,16000.0
2021/6/2,25682.0,17851.0,10000.0
2021/6/3,26084.0,19510.0,16667.0
2021/6/4,24892.0,19712.0,17176.0
2021/6/5,24675.0,21516.0,19202.0
2021/6/7,25000.0,19475.0,13286.0
2021/6/8,22291.0,17172.0,16071.0
2021/6/9,24861.0,22652.0,18154.0
2021/6/10,24236.0,17456.0,17000.0
2021/6/11,24995.0,21045.0,12911.0
2021/6/12,24995.0,21045.0,12911.0
2021/6/14,25000.0,21574.0,17741.0
2021/6/15,23827.0,17518.0,16795.0
2021/6/16,25040.0,19858.0,19105.0
2021/6/17,25368.0,21543.0,18257.0
2021/6/18,25091.0,21306.0,17356.0
2021/6/19,24866.0,19120.0,17356.0
2021/6/21,25548.0,24420.0,19996.0
2021/6/22,25548.0,24420.0,19996.0
2021/6/23,25863.0,22046.0,17352.0
2021/6/24,21455.0,17165.0,12947.0
2021/6/25,25034.0,19129.0,17067.0
2021/6/26,24886.0,18859.0,15476.0
2021/6/28,25166.0,20411.0,18624.0
